Species	alien-11-0-0	alien-11-2-0	alien-11-7-0	alien-12-7-0	alien-13-7-0	alien-11-60-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0	alien-11-392-1	alien-11-392-2	alien-11-392-3	alien-13-392-1	alien-13-392-2	alien-13-392-3	alien-11-600-0	alien-11-630-0	alien-11-632-0	alien-11-637-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-2-0	bugkiller-11-7-0	bugkiller-12-7-0	bugkiller-13-7-0	bugkiller-11-60-0	bugkiller-11-392-1	bugkiller-11-392-2	bugkiller-11-392-3	bugkiller-13-392-1	bugkiller-13-392-2	bugkiller-13-392-3	bugkiller-11-600-0	bugkiller-11-773-0	peacemaker-11-0-0	peacemaker-11-2-0	peacemaker-11-7-0	peacemaker-12-7-0	peacemaker-13-7-0	peacemaker-11-60-0	peacemaker-11-392-1	peacemaker-11-392-2	peacemaker-11-392-3	peacemaker-13-392-1	peacemaker-13-392-2	peacemaker-13-392-3	peacemaker-11-600-0	peacemaker-11-773-0	scavenger-11-0-0	scavenger-11-2-0	scavenger-11-7-0	scavenger-12-7-0	scavenger-13-7-0	scavenger-11-60-0	scavenger-11-392-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-12-7-0	halbarad-13-7-0	halbarad-11-392-0	tigress-11-0-0	tigress-11-2-0	tigress-11-7-0	tigress-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0
Olsenella uli	0	0	0	0	0	0	0.000364921920900335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16553688694623e-05	0	0	0	0	0	0	0	0
Oribacterium sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92182262796555e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7614380601259e-05	0	0
Oribacterium sp. oral taxon 108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7614380601259e-05	0	0
Oscillibacter valericigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101219832073998	0	0	0	0	0	0	0.000269593499219206	0	0	0	0	0	0	0	0	0	0
Pantoea vagans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143807673733798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides distasonis	0.0179613898581048	0.0154102885718145	0.0147070752046751	0.0188903173696163	0.0189367222384577	0.0111582027558689	0.045673627619886	0.966288177331064	0.880905849307059	0.791443375769981	0.175868504006336	0.159502383667628	0.190191219937491	0.160257691079621	0.165580660481119	0.170798033087629	0.0605361834830984	0.0812805220454476	0.133180654655486	0.0370681891954907	0.03785102564632	0.00946221360629738	0.00313691898937691	0.00387576622116718	0.00391270980898613	0.00319130226792526	0.00438879715394999	0.00214479009444002	0.010234101725536	0.000968178108598295	0.00152579442466327	0.00621637251488626	0.000680571446932349	0.00523421649213254	0.00727643585116743	0.00621203105649636	0.00582293782152847	0.0061738261947884	0.00936369169785515	0.00837270005133273	0.00558321970178758	0.00409397306698653	0.00508140027496218	0.00444171809146439	0.00442815213022534	0.00429792280817303	0.00360766437177544	0.00246715132193664	0.00265415490364074	0.00466013552302404	0.00249286913169326	0.0143457879776725	0.0131754481416321	0.0128668991739848	0.00192881729815757	0.00733595302544746	0.0086437682992847	0.00624252594398991	0.00636770758277882	0.00799075131685726	0.00778221595501773	0.000834063856712107	5.6593200553163e-05	0	0	7.07191251033951e-05	0.0129199776059966	0.0166822976447552	0.020200743418697	0.031805939048528
Parabacteroides merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175738872120471	0	0	0	6.12872824584197e-05	0.00018966575157389	0	5.59004743437574e-05	0	5.95886315587704e-05	0	0	0	0	7.0784277432832e-05	0	0	0.000734317689693118	0	2.66496398820093e-05	0	0.00012492566156998	0	0	0	0.00653551878403615	0.00654385206141471	0.00792675844015183	0.00638174865826593	0.00593030695166182	0.00518243850231233	0.00614194728494137	0.0068798488949635	0.00173352808176685	0	2.27270008447549e-05	0	0	0	0	0.00435918771196972	0.00401762567164479	0.00471504301466242	0.00496591225561777	0.0054339809663164	0.00141149268058972	0.00714772122986449	0.0142870069052095	0.0106284491069225	0.00569996148333365	0.00574082257613983	0.0113525524639264	0.0143425278272749	0.0162593701151593
Paraprevotella xylaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197175972301809	0.00160064767794613	0.00335931817838544	0.00531099193461836	0.00306804571388114	0.00148731666756355	0	0	0	0	0	0	0	0
Parascardovia denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66496398820093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella excrementihominis	0.0139203633317115	0.00861399361190957	0.0140182255003555	0.0170391947149592	0.0153508953357138	0.00612203875807957	0	0	0	0	0	0	0.000183610615478733	0	0	0	0	0	0	0	0	0	0.000776516012124448	4.96893105277843e-05	0	0	0	0	0	0	0	0	0	0	0	9.7715346234034e-05	0.000129131449739486	0.000294824561305152	0.000378019850242358	0.000414415499301026	7.89457616906334e-05	0.000224820047610463	0.000371809776216745	0.000189817012455743	0.000217066280893399	0.00025828863029886	0.000295866654828144	0.000268571277538148	0.000160757084806979	0.000154779293014898	0	0	0	0	0	0	0.000666135041560165	0.000542441713081744	0.00101379423597703	0.00120418429651245	0.00104234886433141	0.000654548947380907	0	0	0	0	0.00803937511570295	0.0150000764857268	0.0096646694003178	0.00983748999430238
Parvimonas micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83261438260215e-05	0	0	0	0	0	0	0	0
Parvimonas sp. oral taxon 110	0	0	0	0	0	0	0	0	0	0.00011091787086498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus pentosaceus	0	0	0	0	0	0	0	0	0.00056730790541699	0.000532405780151906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122574564916839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103315452119544	0	0	0	0	0	0	0	0	0	0	0	8.00323838973065e-05	0	0	0	0	0	0	7.83231326965546e-05	0	0	0	0	0
Peptostreptococcus anaerobius	0	0	0	0	0	0	0	0	0	0	0	0.000129063943283619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus stomatis	0	0	0	0	0	0	0.00131371891524121	0	0	0	0	0	0	0	0	0	0	0	8.80125922914921e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27270008447549e-05	0	0	3.38388999676766e-05	0	0	0	0	0	0	0	0	0.00015945320206707	0	0	0	0	0	0
Phascolarctobacterium succinatutens	0	0	0	0	0	0	0	0	0.000143882439779671	0	0	0.000206502309253791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238121989253689	0	0	0	0	0	0	0	0.00012004857584596	0	0	0	5.83261438260215e-05	0	0	0	0	0.0138752179638456	0.0114751127417924	0.00860842137842515	0.00917262573409424
Porphyromonas asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25361936398674e-05	0	0	0
Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134220495484878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccae	0	0	0	0	0	0	0	0	0	0.000406698859838261	0.0263766979970297	0.0171087163216766	0.0147402602106327	0.0229849110565904	0.018080279476789	0.0150967053863072	0.0303090974783773	0.0056411838011271	0	0.00390127698020854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00323838973065e-05	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella copri	0.000114476672135786	0.000109499918795461	4.02052356606754e-05	8.52528087806496e-05	0.00010372226578185	8.3959388682234e-05	0.000401414112990369	0.000125578408168098	0.000191843253039562	7.39452472433203e-05	0.000130094688024807	0.000425911012835944	0.000146888492382986	0.000107006103615411	9.13145428120657e-05	9.26990681615355e-05	0.000142264801240382	0	0	0	0.000163432753222452	0.271686705842018	0.0777647359956682	0.33472139266102	0.396940647900672	0.455086891875981	0.42668935194099	0.380362995356852	0.333254147450947	0.429346029781826	0.223789549123715	0.160040019260221	0.166695061100987	0.318565896243752	0.201548032072259	0.00263298442034251	0	2.49851323139959e-05	0	6.02786180801492e-05	0.000142540958608088	0.000151753532137062	0.000247873184144496	8.54176556050844e-05	0.0036999934243193	0.000289283265934723	0.000167021498693307	0	9.97802595353662e-05	0.000345717851064615	0	0	0	0.000207654678838966	0	0	0	0.000186742229093715	0	5.39186998438412e-05	0	7.77681917680286e-05	0	0.00086104729116218	7.83231326965546e-05	0	6.25361936398674e-05	0	0	0
Prevotella disiens	0	0	0	0	0	0	0	0	0	0	0	0.000103251154626895	0	0	9.13145428120657e-05	0	0	0	0	0	7.35447389501036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83231326965546e-05	0	0.000112565148551761	0	0	0
Prevotella melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07415006914538e-05	0	0	0.000117865208505659	0	0.00130152507468345	0.000330077506841455	0.000250105677821247
Prevotella nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7614380601259e-05	0.000152778731738045	0
Prevotella oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178241853694386	0
Prevotella pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07191251033951e-05	0	0.000271151057225719	0.000148534878078655	0
Prevotella salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185467323142392	0	7.50317033463741e-05
Prevotella veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146421570901888	0	0
Propionibacterium acnes Cluster823	0	7.29999458636404e-05	0	0	0	9.44543122675133e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010284980293039	0	0.00014672661783698	0	0	0	0	0	0	0	0	0	0	2.66496398820093e-05	6.67921291755961e-05	5.82986420659905e-05	0	0	5.84783419930618e-05	0	0	0	0	0	0	0	0	3.96869982089481e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium freudenreichii	0.00127069106070722	0.000291999783454562	0.000184944084039107	0.000127879213170974	0.000111130999051982	0.000167918777364468	0.0209319213828432	0.00141903601229951	0.000182707860037678	0.000179581314733778	0	0	0.000455354326387258	0	0	9.93204301730738e-05	0.000102514342070275	0	0	0.000196881214063319	0	0.00018966575157389	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99616897345208e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000611232335174789	0	0	0.000138436452559311	0	0	0	0	0	0	0	5.83261438260215e-05	0	0	0	0	0	0	0	0
Pseudoflavonifractor capillosus	6.86860032814714e-05	0.000145999891727281	9.3812216541576e-05	0	0	0	0	0	0	0	0.000804960882153494	0.000619506927761373	0.000575313261833364	0.000299617090123152	0.00057397712624727	0.000761456631326899	0.000322187932220864	0.000628349680818612	0.000462066109530333	0.000199044743888191	0.000183861847375259	0.00018966575157389	0.000411399211721562	6.21116381597304e-05	0.000135439954926443	0.000119177263117541	0	0	9.93602109275335e-05	0	0	0	0	0	0	0.00014390805536285	8.01505550107154e-05	0.000397263603792535	0.000597364701617554	0.000801705620465985	0.000119045196200162	0.000175359637136161	0.000278857332162559	0.000298961794617795	0.000374932666997689	0.00029518700605584	0.000318136187987252	0.000185221570715964	4.98901297676831e-05	0.000238121989253689	0	0.000286360210643912	0.000485855193955191	0.000221498324094898	0	0.000110039295381712	0.000426326426598506	0.000500202399358166	0.000749847807675321	0.000544578868422796	0.000590008791130988	5.83261438260215e-05	5.6593200553163e-05	0.000318906404134141	9.79039158706932e-05	9.42921668045268e-05	0.000270990172439425	0.000336227310959892	0.000297069756157309	0.000433516508223495
Pseudomonas brassicacearum/fluorescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48328757869448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fluorescens Cluster234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331915065254307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas putida Cluster222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010284980293039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55617974925274e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyramidobacter piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335732060946323	0.000592239640840069	0.00111877292905158	0.00100288781709545	0.00133341986795603	0.000793235556033892	0	0	0	0	0	0	0	0
Roseburia hominis	0.0013119026626761	0.00146729891185917	0.00124234178191487	0.000992342694206761	0.00116465287006477	0.00164350503345473	0.000145968768360134	0.000251156816336196	8.2218537016955e-05	0	0	0.000172085257711492	0	8.02545777115585e-05	0	0	0.00473909158484871	0.00231791215590866	0.000880125922914921	0.0059851889075249	0.00116445836670997	0	0	0	0	0	0.00225298688849617	0.000480394161424349	0.000804817708513021	0.000710493781232903	0.000424705664596992	0.000650169886809022	0.00054930819092024	0.00450724197933636	0	0.000538322725616587	0.000424797941556791	0.000427245762569331	0.000487225584756817	0.00036769957028891	0.00124120280880274	0.000667715541403074	0.00069404491560459	0.00234044376357931	0.000840638506005345	0.00112613842810303	0.00110711393419564	0.00293390968014087	0.000493912284700063	0.0150747093996869	0.00661569115718595	0.00398858864825449	0.00371982882871943	0.00439535736875812	0.00743440632289856	0.00345523387498575	0.000133227008312033	0.00012004857584596	2.99939123070128e-05	0	5.90008791130988e-05	0.000542433137582	0.0023599364630669	0.00377904088898957	0.00169961197951523	0.00560802662069923	0.000750434323678409	0.000292843141803777	0.00527595886935382	0.00264111595779237
Roseburia intestinalis	0.00705176300356439	0.0123369908509552	0.00828674579450588	0.00685432582596423	0.00735242689727913	0.0204371145284005	0.000145968768360134	0	0.000109624716022607	0	0	0.000206502309253791	0.000171369907780151	0.000133757629519264	0.000114143178515082	0.00026485448046153	0.00194614528755633	0.00449929401079994	0.00857633815995984	0.00229526475198604	0.000379981151242202	0.00018966575157389	0.000285693897028862	3.72669828958383e-05	0	0	0	0	0	0.000134055430421302	9.90979884059647e-05	0	0.000224716987194644	0.000226589458533876	6.84518894747641e-05	0.0352894531317567	0.0560733282854965	0.0385245755149503	0.0236668427722104	0.0225984539182479	0.0454771446094543	0.0400479444810104	0.0106585469182133	0.00203104203327645	0.0496095118332732	0.0247957085086905	0.00110287211835581	0.0110392056146715	0.0181690781681217	0.000174622792119372	0	3.40905012671324e-05	5.06099160369991e-05	0	3.38388999676766e-05	0.00717456205888762	0.000207242012929829	0.000275667100090723	0.00223154707564175	0.00124552196639273	0.000890913274607792	0.000303295947895312	0	0.00015945320206707	0	0	0	0	0	0.0180376214844683
Roseburia inulinivorans	0.0148293081084697	0.0159650881603782	0.0223500905037695	0.0222663285973301	0.0209281897414693	0.0467737754348726	0.000255445344630235	0.000188367612252147	0.00032887414806782	0.000166376806297471	0.260137338174404	0.243858576997802	0.200311837062679	0.238468452212125	0.26238320731619	0.2271921733399	0.0492596058553681	0.0246522524774502	0.0381534587583618	0.0278904956783852	0.00424720867436848	0.000142249313680417	8.99935775640916e-05	8.19873623708442e-05	0	0	0	0.00042424419450462	0.000509221081003609	0.000552978650487872	0.000495489942029824	0.000430328270405971	0.000629207564145002	0.00108679018074581	0.00041926782303293	0.0151902947327453	0.0193002536465803	0.0101389666930196	0.00660834701164419	0.0071912391369618	0.0081621145836816	0.0325831695001844	0.0220855007072746	0.0116338846934125	0.0210751625449227	0.0192270056394471	0.0105271264604982	0.0137286228214673	0.0178207543530164	0.0419094701086492	0.0268942227476907	0.0119771294451858	0.00473202714945941	0.00617426578414527	0.0245602735965397	0.031740223423436	0.00718833724848036	0.00706952724426208	0.0117216209295806	0.011468507456785	0.0141274327209698	0.0014516729130032	0.0079544887444168	0.0151657712188236	0.0079541492538501	0.00546894567466256	0.0186920682789564	0.017443689813445	0.0165170784423464	0.0110213235359896
Rothia dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6774812000649e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130152507468345	0.000118827902462924	0
Rothia mucilaginosa	6.86860032814714e-05	9.73332611515206e-05	8.61540764157331e-05	0.000127879213170974	0	0.000278865112408849	0.00379518797736349	0.000188367612252147	0.00032887414806782	0.000197187325982187	0	0.000103251154626895	0	5.35030518077057e-05	0	0	0	0	0	0	0	0	0	0	0	5.95886315587704e-05	0	0	0	0	0.000141568554865664	7.01622180009735e-05	0.00161796230780143	0	0	4.3305664808265e-05	0	2.49851323139959e-05	0	0	6.57881347421945e-05	0	0	0	0.000153919726451683	0	0	0.000111132942429578	0	4.76243978507377e-05	0	0	0	0	3.94787166289561e-05	0.000220078590763424	7.99362049872198e-05	0	5.99878246140257e-05	7.18915997917882e-05	0.000118001758226198	0	7.07415006914538e-05	0	0	9.42921668045268e-05	0.000156340484099669	0.000146421570901888	0.000158437203283898	0
Ruminococcaceae bacterium D16	0	0	6.03078534910131e-05	0.000173915729912525	8.89047992415856e-05	0	0	0	0	0	0.00047701385609096	0.000185852078328412	0.000232573446273062	0.000214012207230823	0.000228286357030164	0.000304582652530759	9.76327067335953e-05	0.000488716418414476	0	0.00021202592283742	0.000218883151637213	0.00231392216920145	0.0014758946720511	0.000106477093988109	0.000126410624598013	0.000345614063040869	0	0	0.000158976337484054	0	8.84803467910399e-05	6.23664160008654e-05	0	0.000132177184144761	0.000616067005272877	0.0031526523980417	0.00110607765914787	0.00666853181460552	0.0115478063881443	0.0081195298553961	0.00221048132733774	0.00296762462845811	0.00470959049874543	0.00360462506653456	0.00347503382412069	0.00476284234271097	0.00564055461301398	0.00209670818050471	0.000808220102236466	0.000246941322189011	0	0.000272724010137059	0.000334025445844194	0.000354743409683234	3.38388999676766e-05	0.000201738708199805	0.000552892084494937	0.000920372414819025	0.00101604377940006	0.00128730895877171	0.00103989049436837	0	0.000769667527523017	0.0011321177346762	0.00138631944872902	0.0014497420646196	0.000100057909823788	0.000244035951503147	0.000237655804925848	0.000135057066023473
Ruminococcus bromii	0.011417140101009	0.0202615405297082	0.0266292677525874	0.0146236984661741	0.00761123864618242	0.0318765812363549	0.000401414112990369	0.000251156816336196	0.00032887414806782	0.000755884749598385	0.035935043825519	0.0339581575217345	0.0227024325449705	0.0481765257610719	0.044267261143227	0.0538169590160026	0.0257099461065134	0.0298504885406175	0.00778422482933641	0.0247834745361074	0.00597891488872139	0.000149023090522342	0	0.000102484202963555	0	0	0	8.73443929862453e-05	0.000231840492164245	0.000160866516505563	0	6.23664160008654e-05	0	0.000644363772705711	6.84518894747641e-05	2.66496398820093e-05	0	9.99405292559838e-05	0	0	4.38587564947963e-05	0	0	0.000102501186726101	5.91998947891088e-05	0.000191871553936296	9.54408563961756e-05	0	0.00857001562453757	0.0346776171016853	0.00830956377231086	0.033598082915496	0.0117302538725756	0.0138744089120554	0.0223261542231182	0.0039002816918629	0.0272019944971324	0.036725971721764	0.0231419696733219	0.0259528675248356	0.0248787040260233	0.138848625719168	0.0141734526718699	0.0208883694707862	0.0229312727394913	0	0	0	0.000118827902462924	0
Ruminococcus lactaris	0.0100487622800793	0.00802269405041408	0.00446278115833497	0.00322255617190855	0.00106685759089903	0.0143822432812667	0.000145968768360134	0.000125578408168098	0.000123327805525432	0.00011091787086498	0	0	0	0	9.13145428120657e-05	0	0.0150491054159164	0.00931353860235587	0.00889807308066985	0.0112979527454797	0.00479879421649426	0	0.000236554546739898	0	0	0.000148971578896926	0	0	9.93602109275335e-05	0	0.000106176416149248	0	0	0.000132177184144761	0	0.00176953608816542	0.00321403725592969	0.0030981564069355	0.0007112373478634	0.000295365228592731	0.00197802991791532	0.00416816368269798	0.00245394452303052	0.00220377551461118	0.00335663403454247	0.00433924898902084	0.00631818469342682	0.00329694395874416	0.00456993588671977	0.00465766610980215	0.00627052466202843	0.00304314541311268	0.000673111883292087	0.000913680586891452	0.00613837645413654	0	0.00860113565662485	0.00792320600583335	0.00178163839103656	0.0031919870307554	0.00306804571388114	0.0200058673323254	0.000605547245918844	0.000673246853172075	0.000916380652549689	0.000912276713833797	0.0025952520360545	0.00488071903006295	0.00349354033240996	0.00301627447452424
Ruminococcus sp. 5_1_39BFAA	0.00583831027892507	0.00597869556623215	0.00345362974325202	0.000613820223220677	0.000257823917800598	0.00663069272117943	0.000164214864405151	0.000219762214294172	0.000443980099891557	8.87342966919843e-05	0.00573067100749276	0.00851822025671888	0.0171786091841903	0.00558571860872448	0.00399044552088727	0.00333716645381528	0.00285868565315967	0.00432164947140801	0.0144604689134922	0.00641529863670938	0.0019428068539319	0.00333811722770046	0.000709663640219694	0.00487452136277565	0.00121444492917377	0.00164464623102206	0.00421835842952474	0.00312692926890758	0.00392472833163757	0.00400825736959694	0.00507523269193405	0.0055708801092773	0.00665162282096145	0.00388600921385598	0.00292289568057243	0.00628398508417778	0.0142147009311504	0.00498703240987359	0.000901647346503995	0.000644981213457597	0.00805246769244461	0.00329811009844549	0.00317277675704956	0.00396337922007592	0.00139711751702297	0.0021282983136626	0.00167021498693307	0.00410451000706576	0.00511373830118752	0.00589907541377805	0.0120232995813206	0.00586583891803124	0.00033739944024666	0.000415309357677933	0.0107979929796856	0.00538092154416571	0.000815349290869642	0.00107243394422391	0.00126274370812524	0.000598497568266637	0.000713910637268495	0.0170195687684331	0.00354839367468332	0.00344418916464872	0.00585073801243263	0.00886817828796575	0.0119756810820346	0.0193764545493499	0.0193927136819492	0.0119000281507349
