Species	158458797-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158944319-stool1	159247771-stool1	159146620-stool1	159166850-stool1	159733294-stool1	158337416-stool1	158883629-stool1	159369152-stool1	159591683-stool1	159207311-stool1	159227541-stool1	159268001-stool1	159571453-stool1	763496533-stool1	763678604-stool1	763536994-stool1	763820215-stool1	763577454-stool1	763840445-stool1	763961826-stool1	763860675-stool1	764062976-stool1	763577454-stool2	763901136-stool1	763759525-stool1	764143897-stool1	763982056-stool1	764042746-stool1	764285508-stool1	764487809-stool1	764224817-stool1	763435843-stool1	764002286-stool1	764325968-stool1	764447348-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	765074482-stool1	159753524-stool1	159915365-stool1	160421117-stool1	159611913-stool1	159490532-stool1	159551223-stool1	159814214-stool1	159510762-stool1	159632143-stool1	160319967-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160158126-stool1	160178356-stool1	160218816-stool1	765094712-stool1	765013792-stool1	765135172-stool1	763961826-stool2	763496533-stool2	765034022-stool1	765560005-stool1	763597684-stool1	765620695-stool1	763678604-stool2	764669880-stool2	764892411-stool1	160643649-stool1	160400887-stool1	160704339-stool1	160765029-stool1	158479027-stool1	158256496-stool1	158337416-stool2	638754422-stool1	158499257-stool2	158924089-stool1	246515023-stool1	158802708-stool2	159005010-stool1	159268001-stool2	159369152-stool2	159247771-stool2	159510762-stool2	159207311-stool2	158944319-stool2	159551223-stool2	159713063-stool1	159571453-stool2	159591683-stool2	159611913-stool2	764811490-stool1	764447348-stool2	550534656-stool1	763759525-stool2	159814214-stool2	604812005-stool1	604812005-stool2	404239096-stool1	765074482-stool2	764224817-stool2	861967750-stool1	764184357-stool1	823052294-stool1	686765762-stool1	765701615-stool1	159227541-stool2	763982056-stool2	763536994-stool2	765640925-stool1	763860675-stool2	764487809-stool2	764143897-stool2	159490532-stool2	706846339-stool1	508703490-stool1	675950834-stool1	338793263-stool1	737052003-stool1	638754422-stool2	764325968-stool2	765094712-stool2	246515023-stool2	763820215-stool2	160158126-stool2	763536994-stool3	809635352-stool1	763901136-stool2	763840445-stool2	764042746-stool2	686765762-stool2	764062976-stool2	159753524-stool2	159227541-stool3
Methanosphaera stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14537000069105e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103349314954704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34041280876317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80010244134539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella multacida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119123437435454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000636313600851679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231417888379737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03732877776224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5389476107188e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61096511427714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter splanchnicus	0.00153338368826179	0.0103495151517921	0.0101383552376558	0.0121087903283523	0.00153505957344104	0.0020384851761293	0	0.00192413168795917	0.0142587422991162	0	0	0	0.00016484833986058	0.00794987281107116	0.00397090850412747	0	0.00436503461694256	0.0011022417424953	0	0.00845858912396411	0	0.00661828554122263	0	0.0102888471067668	0.0019291296306783	0.00318982569913636	0.00487709592197159	0.00513682997012552	0	0.000767151017120891	0.0101389322765887	0.00438751320493972	0	0.0103200116451729	0.00642924761524318	0	0	0.00445646187201828	0.00658898766476292	0.00826897198223763	0.0123902362864805	0	0.0019833151117017	0.00398076880172162	0.00115238049964505	9.48483838779913e-05	0	0.00704461490335714	0	0.00443425316545754	0.00527711461886537	0.0077870004262235	0.00158602602624653	0.0123405429092466	0.0119422523299366	0.000707710506430578	0.0103562458155344	0.00693637919733598	0.000229993498679679	0.00202133788242752	0	0	0.00929031777310033	0.00703126528941105	0.00872610803304563	0	0.024201573914483	0.00458812455985838	0.028073058685396	0	0.00272748812637776	0.00691135511169328	0.00241432260910182	0.00384834541874001	0.0160783746230776	0	0.0131382794005595	0.00376166496507135	0	0.0165636662765935	0.0122225321768876	0.000386951007083092	0	0.00990328334929541	0.00380938559674265	0	0	0.000986929055601211	0.0192793411731727	0.0141052113156763	0.00411513364228305	0.0021702879669838	0	0.00732682474553016	0.00162341505521027	0.00473329553385593	0	0.0021147629854737	0.0103772254646226	0	0.0135915916544345	0.00322683596892703	0.00244289329652356	0.00377067660916047	0.00847764900553864	0.00299711912119681	0.00570419381458995	0.00500811266454902	0.00253899739471101	0.00513871209894065	0.000830868385705751	0.0272067196898012	0.00667688768979166	0.00804350103005956	0	0.00976619375910516	0.00566710275343034	0.00547990877789631	0	0.00616817679412146	5.61096511427714e-05	0.0119451471278062	0	0	0.00997523502783288	0.00476926338831126	0	0	0	0.0170421585313904	0.00351781367236419	0.012196620092256	0.00704158501267615	0.00550989401450389	0.00665761820184983	0.0130662456687101	0.011571373216961	0.0283945584951088	0.0079785515342899
Oscillibacter valericigenes	4.96240675812877e-05	3.76482908395492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29580086999173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxalobacter formigenes	4.96240675812877e-05	0	0	0	0.000638700909989652	5.59255192353719e-05	0	0	0	0	0	0	0	0.000490975346533545	0	0	6.3045405444286e-05	0	0	0	0	0	0	0	0	0.000851338615647881	0	6.35117454268734e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355275093808854	0	0	0	0	0	0	0	0	7.26719179997203e-05	0.00230820717943138	0	0.000529821911336789	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240621141516144	9.93993633401703e-05	0	0	3.62714096313374e-05	0	0	0	0	0	0	0	4.31323103615977e-05	0	0	0	0	0	0	0	0	0	5.31044155366245e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129335305540569	4.63872530479325e-05	0	0	0	0.000434147999717526	0	4.63869275249413e-05
Parabacteroides distasonis	0.0699401608490669	0.019878297563282	0.0519630615000723	0.013183762202778	0.00057700820845656	0	0.00389949814768289	0.00326796969224812	0.0174384237139763	0.0112980552827832	0	0.00368226063081751	0	0	0.000533724261307456	0	0.0605608433297316	0.00358108234243015	0.0157648233234706	0.0344168705244795	0.0935477205114772	0.0578046299121071	0	0.00218644283900516	0.00110107047926434	0.00302817912654499	0.028945772719804	0	0.0455769739451245	0.00538481002402164	0.0229919521361688	0.0199608758649994	0	0.0119970135375135	0.00506952433899067	0.0140153040503383	0	0.0248365630843175	0	0.0112890847960627	0.0592548859372006	0	0.140356022019391	0.00310215625905592	0.00235400802918947	0.000420631963285005	0	0.00309882775235995	0.00419055019807246	0.0278966604119008	0.00834572860008459	0	0.00332992038380926	0.00506366214348986	0.00416125050548853	0.0225435284235907	0.00055137419851225	0.000823227286906996	0.00395811392082609	0	0.0238654015609284	0.020949058252059	0	0.00481477291311103	0.00412571195775363	0.0152739078593163	0.0367410045491413	0.00340284317709159	0.0690249283790271	0.0196267949362178	0.0897061050627045	0.0633883287389345	0.0135048647616147	0.00824518451347045	0.0108927366815805	0	0.00140117878003253	0.00960654754351076	0.0442032668837962	0	0.0155521834694511	0.00445963143239555	0	0.0337012537927765	0.00906734622184953	0	0.0205333103743747	0	0	0.0108784818079449	0.00356985713481697	0.00451580386263559	0.00766472951000307	0.0182989261590097	0	0.00649794163579833	0	0	0	0.0671135267218793	0.0218479878193757	0.00451757035649784	0.00670007714608928	0.0159053186685932	0.0108460663779577	0.00236797533563437	0.00364986842828097	0.00697794441080685	0.0048303975257534	0.04259774083562	0.00236093748943711	0.00227463913215208	0.0300043940577086	0.013351140136073	0.0173808238885953	0.00637655262621986	0.003126808710058	0.0399392968304722	0.028246244341221	0.00383916343029975	0	0.0186368017455347	0.0822045653537381	0	0	0.0180972517877289	0.0211653381749786	0	0.0722361341471938	0.00563992054214034	0.0034544296422315	0.0152395088698965	0	0	0.0299360035230031	0.0534131589198942	0.0142072717866746	0.0348982508222594	0.00302545849523784
Parabacteroides merdae	0.116849791933658	0.00164397536666032	2.90247788080614e-05	0.00685678488472962	0.00337132468966129	0.0400902084638763	0.0682085923011433	0.0243579364498178	0.0269955858013764	0	0	0	0	0.0143011298938291	0.0462189961027648	0.049210252859175	0.03770459129598	0.00810075481493272	0.0136248020578411	0.0181307491408929	0	0.00438561090081017	0.0279507346708167	0.0181751202433165	0.00334653224353456	0.00142248983880405	0.0054973624802531	0.00750454783963936	0	0.00292845147881725	0.0119973043477452	0.0116692456468221	0	0.0152703922312168	0.0376012445837704	0	0	0.0131634764866547	0.0381612202250853	0.0216145328832579	4.89345824900493e-05	0.0254603279787624	0	0.0039428567178957	0	0	0.152318308741491	0.0141494401905037	0.00265877711430734	0.01690535065932	0	0.027584841973968	0.0016227395916689	0.0105157625167817	0.067389817682085	0.0560270817590874	0.0278372051874967	0.0041533370296371	0	0	0.0450160348730959	0	0	0.0194764987994018	0.0214264330927156	6.70128676508338e-05	0.0484871993120637	0.0209465313031642	0.00395213680039239	0.00989134557179972	0	0.0877970797980105	0.0860637375555576	0.0180496200928845	0.00812175193798161	0	0.0113912626010278	0.0267013449278199	0	0.0232485268338868	0.00362428107008548	0	0	0.0123945918951637	0.0205092553066505	0.0681984366222582	0	0.0771713346919872	0.015401831021412	0.0177831054637506	0.00336963841723177	0.0155383775157397	0	0.0171962753062171	0	0.00928277376542619	0	0.00474356217637171	0	0	7.62715581056928e-05	0.0253504762611495	0.0262582798714151	0.17495405880192	0.00891471482986317	0.0205083769079647	0.0328182303649062	0.00608433237601533	0.00736489315203407	0	0.0139113701300679	0.0728858103240172	0.0103325357006355	0.0236516435367655	0.0230195601926718	0.0538650892899099	0.00692011135953154	0.0383961041286509	0	0.021917054167164	7.48128681903619e-05	0.0722046336521511	0	0	0.017652510153966	0.00964142833190503	0.0390075471081985	0	0	0.0249517901007694	0.0549222621099743	0.030158185974111	0.0198954928322582	0.0160113477053646	0.00886906480735939	0	0.0104638528095183	0	0.021713720774425
Paraprevotella xylaniphila	0	0	0	0	0	0	0	0.0105041882965118	0	0	0	0	0	0	0.0144563028491277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961853726407112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00700442605626613
Parasutterella excrementihominis	0.0221422589547706	0.000430863772941508	0.00323916531497965	0.00223632541733203	0	0	0	4.90849920397748e-05	0	0.000989469756689337	0.0104843971564748	0	0	0.00157548533420987	9.14955876527067e-05	0	4.01198034645456e-05	0.000120332067958002	0.000751385244376577	0	0	0.00885665578020756	0.012043852255812	0.00281473101113308	6.59965399968891e-05	5.38821908637899e-05	0.00950408436076514	5.08093963414987e-05	0	0.0012355557246899	0.00014817584620517	0	0.0152934258580706	5.75893506985096e-05	0.000185923875513105	0.00538689257929923	0	0.00226064255822954	0	0.000388804382845375	0.00111462104560668	0.0072754564700935	0.0116242801233525	0.000426510943041602	0	0.000137461425910132	0	0.00134068454571013	0.000515882126656647	0.000536556130651733	0.00102537529605	0	0	4.65505202159436e-05	0	7.02093756379541e-05	0.00107078467537162	0.0048802804233386	0.00989631523888727	0.00105178823432524	0.00348273569712672	0	0	0.0155313544741214	0.000762524486683964	0.00482492647086003	0	0.000531376817019713	0	0.00294052501509481	0.00405200435695376	0.000109827104971757	0.000468330138220419	0.000280025134419751	0.00248128429993981	0	8.91335101801863e-05	0.000123358555935933	0.00487993812118131	0.00288889410605302	0.00293374252901839	0.00189302502484767	0	0.0061950834177898	0.000738549152998641	0	0	0.000572605065278061	0	0.00532975828458258	0	0.000659561198794736	0	0.000108814228894012	0	0.00383259075265616	0.0102986273823595	4.50908952126589e-05	0	0	0.00373730634717895	0.000150963086265592	8.15552461602628e-05	0.000271733770314237	0.00059159434797719	4.81078510625492e-05	8.92076780655265e-05	0	0.00011575975963728	0	0.00118551348294385	5.97424674787026e-05	0.000291203824476895	0.000212082319693494	0	0.000747169462850693	0.000103374570195062	0.00192636639989267	0.00115134148129977	8.01061921314475e-05	0	0.00247601105131607	0	0.000124099319890977	0.00114897995084986	0.00129248330306538	0.0080190103698664	0	0	0.0040441082636072	0	0.000181721117280839	0.000252552822149855	0.0053284769961524	0	0	0.000379018094991491	0	0.000103082061166536
Parvimonas micra	0	0	0	0	0	0	0	0	0	3.62001130496099e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3870544849042e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70957255934967e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.69062690927268e-05	0	0	0	0.00012900011754287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32834664331374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus duerdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87625076370907e-05	0	0	4.34550665488583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101817125008638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53945806553504e-05	0	0	0	0	0	3.68822604385044e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176840950555638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0613255382701e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus stomatis	0	0	0	0	0	0	0	0	0	7.24002260992198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8783710498107e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87625076370907e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96811745091942e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229635249010723	0	0	0
Phascolarctobacterium succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00617171565001296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275943152906605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619869025770212	0	0	0	0.0130869191713848	0	0.00655517073596134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027635245759556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174592169928245	0.00178722406958305	0.0217885592028392	0	0.0132323483649434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas sp. JS666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20006829423026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica	0	0	0	0	3.62898244312302e-05	0	0	0	0	7.24002260992198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02630537702336e-05	0	0	0	0	0	9.83526945026783e-05	0	0	0	0	0	0	0	0	0	0	0	6.10685983500076e-05	0	0	0	0	0	0	0	0	0	0	0	4.65505202159436e-05	0.00188305122522693	0	0	0	0	0	0	0	0	0	5.04983103764214e-05	8.37660845635422e-05	0	2.85686460763287e-05	0	0	0	0	0	0	0.00044758718545324	0	0	0	0	9.09092550855846e-05	0	0	0	6.63758937620336e-05	0	0	0	0	0	5.41397568411323e-05	0	0	0	0	0	0	0	4.50908952126589e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34041280876317e-05	0	0	6.75433663812912e-05	0	0	0	0	0	0	8.8576707543609e-05	0	0	0	8.63890563578535e-05	0	0	0	0	0
Porphyromonas uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106808989261746	0	0	0	0	3.11152822199894e-05	3.68822604385044e-05	0	0	0	4.03125454889567e-05	0	0	0	0	0	0	0	3.39269990833376e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000424418281333531	0	0	0	0	0	0	4.54849279666293e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.34550665488583e-05	6.91072058265376e-05	0	0	0	0	0	0	0	0	8.02217183429559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7740771566398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39207727091355e-05	0	0	0	0	0	0	0	0	0	3.22097118340396e-05	0	0	0	0	0	0	0	0	0
Prevotella bergensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8783710498107e-05	0	0	0	0	0	0	3.89870811142537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70175900048374e-05	0	0	0	0	0	0	0	5.02630537702336e-05	0	0	5.0021496635606e-05	0	0	0.000143431012816406	0	0	0	4.03125454889567e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67265964410791e-05	0	0	0	0	0	0	2.59913874095024e-05	0	5.30261334043065e-05	0	0	0	0	4.29580086999173e-05	0	0	0.000135668776729818	0	0	0	0	0	0	0	0	0	0	0.000152935340287878	4.42505958413557e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141088620477135	0	0	0	0	0	0	6.85536623398832e-05	0	0	0.000106808256175263	0.000147287834249775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229635249010723	0	0	0
Prevotella buccalis	0	0	0	0	7.25796488624604e-05	0	0	0	0	9.95503108864272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71847751026211e-05	4.8744644988569e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174227537493239	0	0	0	0	0	5.97381766230998e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51825998232874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81357790528464e-05	0	0	0	0	4.81078510625492e-05	6.79677547165916e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.34041280876317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91112450862828e-05	0	0	0	0	0
Prevotella copri	0	0.0635503149371591	0	0.451741573486336	0	0	0	0.303765418337669	0.00200202163157858	0	0	0	0	0	0.284944708626825	0.220861707568738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347640462434404	0.136250422363986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490397778772809	0	0	0	0	0	0	0	0	0	0	0	0	8.37660845635422e-05	0	0.0498665717262317	0	0	0	0.0325566301643925	0	0	0	0	0	0	0	0	0.225060321304588	0	0	0.264494661462951	0	0.0932000892595426	0	0	0	0.0158521208030835	0	0	0	0	0	0	0	7.01413925530249e-05	0	0	8.26275212811672e-05	0	0	0.0912343663523049	0	0.644255530644552	0	0	0.674513469222935	0	0.0342290533324353	0.0574324254028594	0	0	0.132356135449094	0	0	0	8.07958934245451e-05	0	5.61096511427714e-05	0.240237319769409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299640997040111
Prevotella disiens	6.61654234417169e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0021496635606e-05	0	3.11152822199894e-05	0	0	0	0	5.64375636845394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65505202159436e-05	0.00381000778990216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03732877776224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24380890590438e-05	0	0.000195378418499567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73744518512361e-05	0	0	0	0	0	4.54026440276367e-05	0	0	0	0	0	3.80853679666017e-05	0	0	0.000106808256175263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
